"meldelandkreis";"Jahr";"MW";" keine Angaben";"VOC";"andere Varianten"
"LK Nürnberger Land";"2021";"23";0;21;2
"LK Nürnberger Land";"2021";"24";4;9;3
"LK Nürnberger Land";"2021";"25";1;2;6
"LK Nürnberger Land";"2021";"26";1;3;4
"LK Nürnberger Land";"2021";"27";1;10;2
"LK Nürnberger Land";"2021";"28";0;3;3
"LK Nürnberger Land";"2021";"29";3;3;3
"LK Nürnberger Land";"2021";"30";2;5;1
"LK Nürnberger Land";"2021";"31";3;6;4
"LK Nürnberger Land";"2021";"32";4;14;6
"LK Nürnberger Land";"2021";"33";12;16;7
"LK Nürnberger Land";"2021";"34";19;46;25
"LK Nürnberger Land";"2021";"35";9;47;16
"LK Nürnberger Land";"2021";"36";13;38;33
"LK Nürnberger Land";"2021";"37";25;31;40
"LK Nürnberger Land";"2021";"38";16;38;32
"LK Nürnberger Land";"2021";"39";16;72;22
"LK Nürnberger Land";"2021";"40";14;83;18
"LK Nürnberger Land";"2021";"41";8;95;34
"LK Nürnberger Land";"2021";"42";15;139;20
"LK Nürnberger Land";"2021";"43";57;156;50
"LK Nürnberger Land";"2021";"44";60;252;97
"LK Nürnberger Land";"2021";"45";304;180;207
"LK Nürnberger Land";"2021";"46";504;89;165
"LK Oberallgäu";"2021";"01";160;0;1
"LK Oberallgäu";"2021";"02";191;0;0
"LK Oberallgäu";"2021";"03";134;0;1
"LK Oberallgäu";"2021";"04";93;0;0
"LK Oberallgäu";"2021";"05";81;3;0
"LK Oberallgäu";"2021";"06";62;8;6
"LK Oberallgäu";"2021";"07";22;7;39
"LK Oberallgäu";"2021";"08";29;12;35
"LK Oberallgäu";"2021";"09";10;34;26
"LK Oberallgäu";"2021";"10";4;54;50
"LK Oberallgäu";"2021";"11";4;90;78
"LK Oberallgäu";"2021";"12";19;158;31
"LK Oberallgäu";"2021";"13";22;226;8
"LK Oberallgäu";"2021";"14";29;207;3
"LK Oberallgäu";"2021";"15";17;229;19
"LK Oberallgäu";"2021";"16";17;198;17
"LK Oberallgäu";"2021";"17";11;139;10
"LK Oberallgäu";"2021";"18";35;175;2
"LK Oberallgäu";"2021";"19";10;101;0
"LK Oberallgäu";"2021";"20";13;112;0
"LK Oberallgäu";"2021";"21";18;66;1
"LK Oberallgäu";"2021";"22";2;43;1
"LK Oberallgäu";"2021";"23";1;29;1
"LK Oberallgäu";"2021";"24";2;13;0
"LK Oberallgäu";"2021";"25";2;3;0
"LK Oberallgäu";"2021";"26";0;6;2
"LK Oberallgäu";"2021";"27";0;7;0
"LK Oberallgäu";"2021";"28";0;8;1
"LK Oberallgäu";"2021";"29";3;24;2
"LK Oberallgäu";"2021";"30";1;7;3
"LK Oberallgäu";"2021";"31";7;18;2
"LK Oberallgäu";"2021";"32";16;22;1
"LK Oberallgäu";"2021";"33";3;45;7
"LK Oberallgäu";"2021";"34";5;69;9
"LK Oberallgäu";"2021";"35";15;95;6
"LK Oberallgäu";"2021";"36";11;148;23
"LK Oberallgäu";"2021";"37";14;86;43
"LK Oberallgäu";"2021";"38";19;70;29
"LK Oberallgäu";"2021";"39";7;82;13
"LK Oberallgäu";"2021";"40";7;89;25
"LK Oberallgäu";"2021";"41";37;109;60
"LK Oberallgäu";"2021";"42";60;120;247
"LK Oberallgäu";"2021";"43";71;16;607
"LK Oberallgäu";"2021";"44";70;28;907
"LK Oberallgäu";"2021";"45";162;15;1326
"LK Oberallgäu";"2021";"46";304;302;641
"LK Ostallgäu";"2021";"01";166;0;0
"LK Ostallgäu";"2021";"02";135;0;0
"LK Ostallgäu";"2021";"03";78;1;0
"LK Ostallgäu";"2021";"04";59;5;0
"LK Ostallgäu";"2021";"05";48;6;2
"LK Ostallgäu";"2021";"06";37;9;4
"LK Ostallgäu";"2021";"07";20;27;2
"LK Ostallgäu";"2021";"08";20;42;7
"LK Ostallgäu";"2021";"09";33;50;16
"LK Ostallgäu";"2021";"10";22;118;25
"LK Ostallgäu";"2021";"11";26;201;43
"LK Ostallgäu";"2021";"12";64;345;71
"LK Ostallgäu";"2021";"13";26;335;19
"LK Ostallgäu";"2021";"14";59;323;20
"LK Ostallgäu";"2021";"15";39;272;38
"LK Ostallgäu";"2021";"16";29;236;68
"LK Ostallgäu";"2021";"17";57;164;28
"LK Ostallgäu";"2021";"18";44;126;31
"LK Ostallgäu";"2021";"19";16;94;30
"LK Ostallgäu";"2021";"20";4;65;10
"LK Ostallgäu";"2021";"21";3;44;12
"LK Ostallgäu";"2021";"22";1;10;3
"LK Ostallgäu";"2021";"23";0;11;2
"LK Ostallgäu";"2021";"24";3;7;4
"LK Ostallgäu";"2021";"25";1;9;1
"LK Ostallgäu";"2021";"26";0;5;0
"LK Ostallgäu";"2021";"27";1;4;0
"LK Ostallgäu";"2021";"28";3;1;1
"LK Ostallgäu";"2021";"29";2;4;0
"LK Ostallgäu";"2021";"30";1;11;0
"LK Ostallgäu";"2021";"31";10;11;0
"LK Ostallgäu";"2021";"32";11;40;0
"LK Ostallgäu";"2021";"33";23;64;0
"LK Ostallgäu";"2021";"34";22;69;1
"LK Ostallgäu";"2021";"35";17;110;0
"LK Ostallgäu";"2021";"36";23;68;36
"LK Ostallgäu";"2021";"37";14;104;16
"LK Ostallgäu";"2021";"38";22;124;6
"LK Ostallgäu";"2021";"39";24;111;9
"LK Ostallgäu";"2021";"40";18;111;27
"LK Ostallgäu";"2021";"41";21;135;26
"LK Ostallgäu";"2021";"42";56;246;69
"LK Ostallgäu";"2021";"43";298;200;101
"LK Ostallgäu";"2021";"44";198;222;244
"LK Ostallgäu";"2021";"45";284;30;938
"LK Ostallgäu";"2021";"46";1119;20;85
"LK Passau";"2021";"01";660;0;0
"LK Passau";"2021";"02";416;0;2
"LK Passau";"2021";"03";434;3;0
"LK Passau";"2021";"04";368;6;1
"LK Passau";"2021";"05";251;6;5
"LK Passau";"2021";"06";225;24;7
"LK Passau";"2021";"07";145;73;5
"LK Passau";"2021";"08";109;79;29
"LK Passau";"2021";"09";81;91;75
"LK Passau";"2021";"10";55;103;64
"LK Passau";"2021";"11";45;139;39
"LK Passau";"2021";"12";31;140;66
"LK Passau";"2021";"13";34;169;46
"LK Passau";"2021";"14";39;204;75
"LK Passau";"2021";"15";53;184;61
"LK Passau";"2021";"16";30;262;52
"LK Passau";"2021";"17";33;163;31
"LK Passau";"2021";"18";27;143;38
"LK Passau";"2021";"19";17;91;21
"LK Passau";"2021";"20";7;60;11
"LK Passau";"2021";"21";2;29;8
"LK Passau";"2021";"22";4;14;5
"LK Passau";"2021";"23";9;22;6
"LK Passau";"2021";"24";6;8;0
"LK Passau";"2021";"25";0;1;1
"LK Passau";"2021";"26";0;1;1
"LK Passau";"2021";"27";0;1;0
"LK Passau";"2021";"28";3;0;1
"LK Passau";"2021";"29";4;4;1
"LK Passau";"2021";"30";0;3;0
"LK Passau";"2021";"31";1;2;0
"LK Passau";"2021";"32";14;29;0
"LK Passau";"2021";"33";29;35;1
"LK Passau";"2021";"34";27;66;0
"LK Passau";"2021";"35";15;67;0
"LK Passau";"2021";"36";15;87;0
"LK Passau";"2021";"37";27;101;0
"LK Passau";"2021";"38";48;59;0
"LK Passau";"2021";"39";56;91;0
"LK Passau";"2021";"40";57;171;0
"LK Passau";"2021";"41";95;199;1
"LK Passau";"2021";"42";280;185;2
"LK Passau";"2021";"43";597;219;0
"LK Passau";"2021";"44";952;441;0
"LK Passau";"2021";"45";1940;284;0
"LK Passau";"2021";"46";1717;163;0
"LK Pfaffenhofen a.d.Ilm";"2021";"01";255;2;0
"LK Pfaffenhofen a.d.Ilm";"2021";"02";141;0;0
"LK Pfaffenhofen a.d.Ilm";"2021";"03";73;0;2
"LK Pfaffenhofen a.d.Ilm";"2021";"04";51;0;0
"LK Pfaffenhofen a.d.Ilm";"2021";"05";46;4;0
"LK Pfaffenhofen a.d.Ilm";"2021";"06";28;24;5
"LK Pfaffenhofen a.d.Ilm";"2021";"07";12;24;2
"LK Pfaffenhofen a.d.Ilm";"2021";"08";23;29;9
"LK Pfaffenhofen a.d.Ilm";"2021";"09";1;43;4
"LK Pfaffenhofen a.d.Ilm";"2021";"10";9;84;7
"LK Pfaffenhofen a.d.Ilm";"2021";"11";36;117;3
"LK Pfaffenhofen a.d.Ilm";"2021";"12";59;138;3
"LK Pfaffenhofen a.d.Ilm";"2021";"13";48;140;4
"LK Pfaffenhofen a.d.Ilm";"2021";"14";29;154;6
"LK Pfaffenhofen a.d.Ilm";"2021";"15";54;184;9
"LK Pfaffenhofen a.d.Ilm";"2021";"16";60;146;8
"LK Pfaffenhofen a.d.Ilm";"2021";"17";31;129;3
"LK Pfaffenhofen a.d.Ilm";"2021";"18";25;108;5
"LK Pfaffenhofen a.d.Ilm";"2021";"19";8;61;0
"LK Pfaffenhofen a.d.Ilm";"2021";"20";15;35;0
"LK Pfaffenhofen a.d.Ilm";"2021";"21";7;23;2
"LK Pfaffenhofen a.d.Ilm";"2021";"22";3;19;0
"LK Pfaffenhofen a.d.Ilm";"2021";"23";3;7;2
"LK Pfaffenhofen a.d.Ilm";"2021";"24";1;0;0
"LK Pfaffenhofen a.d.Ilm";"2021";"25";1;1;1
"LK Pfaffenhofen a.d.Ilm";"2021";"26";2;3;0
"LK Pfaffenhofen a.d.Ilm";"2021";"27";5;4;2
"LK Pfaffenhofen a.d.Ilm";"2021";"28";1;4;0
"LK Pfaffenhofen a.d.Ilm";"2021";"29";11;12;2
"LK Pfaffenhofen a.d.Ilm";"2021";"30";3;6;0
"LK Pfaffenhofen a.d.Ilm";"2021";"31";2;19;0
"LK Pfaffenhofen a.d.Ilm";"2021";"32";3;23;0
"LK Pfaffenhofen a.d.Ilm";"2021";"33";9;33;1
"LK Pfaffenhofen a.d.Ilm";"2021";"34";22;75;4
"LK Pfaffenhofen a.d.Ilm";"2021";"35";22;85;3
"LK Pfaffenhofen a.d.Ilm";"2021";"36";30;91;1
"LK Pfaffenhofen a.d.Ilm";"2021";"37";15;89;6
"LK Pfaffenhofen a.d.Ilm";"2021";"38";29;84;3
"LK Pfaffenhofen a.d.Ilm";"2021";"39";17;68;1
"LK Pfaffenhofen a.d.Ilm";"2021";"40";23;56;0
"LK Pfaffenhofen a.d.Ilm";"2021";"41";32;57;3
"LK Pfaffenhofen a.d.Ilm";"2021";"42";74;150;4
"LK Pfaffenhofen a.d.Ilm";"2021";"43";154;186;2
"LK Pfaffenhofen a.d.Ilm";"2021";"44";163;270;5
"LK Pfaffenhofen a.d.Ilm";"2021";"45";558;116;2
"LK Pfaffenhofen a.d.Ilm";"2021";"46";744;58;8
"LK Regen";"2021";"01";192;0;0
"LK Regen";"2021";"02";206;1;0
"LK Regen";"2021";"03";169;3;0
"LK Regen";"2021";"04";160;20;0
"LK Regen";"2021";"05";111;4;3
"LK Regen";"2021";"06";73;25;4
"LK Regen";"2021";"07";22;30;2
"LK Regen";"2021";"08";29;70;10
"LK Regen";"2021";"09";13;72;7
"LK Regen";"2021";"10";15;58;13
"LK Regen";"2021";"11";3;58;0
"LK Regen";"2021";"12";18;118;0
"LK Regen";"2021";"13";14;115;1
"LK Regen";"2021";"14";15;120;0
"LK Regen";"2021";"15";25;144;1
"LK Regen";"2021";"16";33;131;0
"LK Regen";"2021";"17";14;45;0
"LK Regen";"2021";"18";25;58;0
"LK Regen";"2021";"19";22;52;0
"LK Regen";"2021";"20";10;20;2
"LK Regen";"2021";"21";7;10;1
"LK Regen";"2021";"22";4;14;0
"LK Regen";"2021";"23";4;2;0
"LK Regen";"2021";"28";0;2;1
"LK Regen";"2021";"29";4;5;3
"LK Regen";"2021";"30";4;9;1
"LK Regen";"2021";"31";3;20;2
"LK Regen";"2021";"32";13;27;0
"LK Regen";"2021";"33";7;24;1
"LK Regen";"2021";"34";5;24;0
"LK Regen";"2021";"35";3;10;0
"LK Regen";"2021";"36";2;14;1
"LK Regen";"2021";"37";6;51;10
"LK Regen";"2021";"38";14;69;1
"LK Regen";"2021";"39";20;82;6
"LK Regen";"2021";"40";38;77;7
"LK Regen";"2021";"41";39;79;4
"LK Regen";"2021";"42";140;68;2
"LK Regen";"2021";"43";302;143;0
"LK Regen";"2021";"44";412;138;2
"LK Regen";"2021";"45";551;116;0
"LK Regen";"2021";"46";569;229;0
"LK Regensburg";"2021";"01";248;0;0
"LK Regensburg";"2021";"02";130;0;0
"LK Regensburg";"2021";"03";93;0;0
"LK Regensburg";"2021";"04";90;6;0
"LK Regensburg";"2021";"05";124;14;0
"LK Regensburg";"2021";"06";98;42;0
"LK Regensburg";"2021";"07";56;55;0
"LK Regensburg";"2021";"08";34;56;0
"LK Regensburg";"2021";"09";39;104;0
"LK Regensburg";"2021";"10";29;102;1
"LK Regensburg";"2021";"11";58;159;0
"LK Regensburg";"2021";"12";134;253;9
"LK Regensburg";"2021";"13";94;205;13
"LK Regensburg";"2021";"14";70;261;7
"LK Regensburg";"2021";"15";116;259;6
"LK Regensburg";"2021";"16";101;255;5
"LK Regensburg";"2021";"17";67;189;19
"LK Regensburg";"2021";"18";70;142;1
"LK Regensburg";"2021";"19";40;116;0
"LK Regensburg";"2021";"20";44;102;0
"LK Regensburg";"2021";"21";17;69;0
"LK Regensburg";"2021";"22";8;64;0
"LK Regensburg";"2021";"23";11;35;0
"LK Regensburg";"2021";"24";2;15;0
"LK Regensburg";"2021";"25";5;4;0
"LK Regensburg";"2021";"26";7;7;0
"LK Regensburg";"2021";"27";2;12;0
"LK Regensburg";"2021";"28";6;26;0
"LK Regensburg";"2021";"29";6;14;1
"LK Regensburg";"2021";"30";3;29;0
"LK Regensburg";"2021";"31";1;21;1
"LK Regensburg";"2021";"32";14;27;1
"LK Regensburg";"2021";"33";24;41;0
"LK Regensburg";"2021";"34";15;89;7
"LK Regensburg";"2021";"35";33;105;15
"LK Regensburg";"2021";"36";41;73;13
"LK Regensburg";"2021";"37";44;73;0
"LK Regensburg";"2021";"38";45;55;1
"LK Regensburg";"2021";"39";31;103;1
"LK Regensburg";"2021";"40";45;112;1
"LK Regensburg";"2021";"41";141;154;11
"LK Regensburg";"2021";"42";231;294;8
"LK Regensburg";"2021";"43";213;247;2
"LK Regensburg";"2021";"44";571;71;0
"LK Regensburg";"2021";"45";998;33;0
"LK Regensburg";"2021";"46";1002;57;0
"LK Rhön-Grabfeld";"2021";"01";127;0;0
"LK Rhön-Grabfeld";"2021";"02";99;0;0
"LK Rhön-Grabfeld";"2021";"03";101;0;0
"LK Rhön-Grabfeld";"2021";"04";77;0;0
"LK Rhön-Grabfeld";"2021";"05";57;3;3
"LK Rhön-Grabfeld";"2021";"06";48;4;0
"LK Rhön-Grabfeld";"2021";"07";24;17;1
"LK Rhön-Grabfeld";"2021";"08";18;16;0
"LK Rhön-Grabfeld";"2021";"09";28;21;2
"LK Rhön-Grabfeld";"2021";"10";20;37;1
"LK Rhön-Grabfeld";"2021";"11";21;69;1
"LK Rhön-Grabfeld";"2021";"12";43;94;0
"LK Rhön-Grabfeld";"2021";"13";58;106;0
"LK Rhön-Grabfeld";"2021";"14";70;115;0
"LK Rhön-Grabfeld";"2021";"15";40;134;0
"LK Rhön-Grabfeld";"2021";"16";35;93;8
"LK Rhön-Grabfeld";"2021";"17";23;86;2
"LK Rhön-Grabfeld";"2021";"18";41;73;0
"LK Rhön-Grabfeld";"2021";"19";50;34;0
"LK Rhön-Grabfeld";"2021";"20";25;27;0
"LK Rhön-Grabfeld";"2021";"21";13;3;0
"LK Rhön-Grabfeld";"2021";"22";16;3;0
"LK Rhön-Grabfeld";"2021";"23";1;6;0
"LK Rhön-Grabfeld";"2021";"24";6;3;0
"LK Rhön-Grabfeld";"2021";"25";0;4;0
"LK Rhön-Grabfeld";"2021";"26";1;1;0
"LK Rhön-Grabfeld";"2021";"27";0;3;0
"LK Rhön-Grabfeld";"2021";"28";1;3;0
"LK Rhön-Grabfeld";"2021";"29";2;5;0
"LK Rhön-Grabfeld";"2021";"30";0;2;0
"LK Rhön-Grabfeld";"2021";"31";2;0;0
"LK Rhön-Grabfeld";"2021";"32";0;6;0
"LK Rhön-Grabfeld";"2021";"33";1;14;0
"LK Rhön-Grabfeld";"2021";"34";2;11;0
"LK Rhön-Grabfeld";"2021";"35";22;35;2
"LK Rhön-Grabfeld";"2021";"36";22;45;0
"LK Rhön-Grabfeld";"2021";"37";21;14;0
"LK Rhön-Grabfeld";"2021";"38";32;29;2
"LK Rhön-Grabfeld";"2021";"39";20;64;0
"LK Rhön-Grabfeld";"2021";"40";46;15;0
"LK Rhön-Grabfeld";"2021";"41";31;50;0
"LK Rhön-Grabfeld";"2021";"42";19;67;0
"LK Rhön-Grabfeld";"2021";"43";9;128;0
"LK Rhön-Grabfeld";"2021";"44";4;239;0
"LK Rhön-Grabfeld";"2021";"45";85;288;1
"LK Rhön-Grabfeld";"2021";"46";32;432;4
"LK Rosenheim";"2021";"01";383;0;0
"LK Rosenheim";"2021";"02";378;2;0
"LK Rosenheim";"2021";"03";306;1;0
"LK Rosenheim";"2021";"04";181;7;1
"LK Rosenheim";"2021";"05";169;3;3
"LK Rosenheim";"2021";"06";92;18;8
"LK Rosenheim";"2021";"07";73;75;4
"LK Rosenheim";"2021";"08";84;159;5
"LK Rosenheim";"2021";"09";75;112;6
"LK Rosenheim";"2021";"10";64;147;11
"LK Rosenheim";"2021";"11";77;197;7
"LK Rosenheim";"2021";"12";57;204;7
"LK Rosenheim";"2021";"13";71;133;4
"LK Rosenheim";"2021";"14";82;199;3
"LK Rosenheim";"2021";"15";81;243;8
"LK Rosenheim";"2021";"16";123;206;2
"LK Rosenheim";"2021";"17";68;176;3
"LK Rosenheim";"2021";"18";78;202;0
"LK Rosenheim";"2021";"19";71;104;0
"LK Rosenheim";"2021";"20";54;106;1
"LK Rosenheim";"2021";"21";23;44;0
"LK Rosenheim";"2021";"22";18;57;1
"LK Rosenheim";"2021";"23";11;23;0
"LK Rosenheim";"2021";"24";13;27;4
"LK Rosenheim";"2021";"25";5;6;1
"LK Rosenheim";"2021";"26";12;2;1
"LK Rosenheim";"2021";"27";5;7;1
"LK Rosenheim";"2021";"28";8;8;2
"LK Rosenheim";"2021";"29";17;17;2
"LK Rosenheim";"2021";"30";6;18;0
"LK Rosenheim";"2021";"31";12;26;0
"LK Rosenheim";"2021";"32";22;83;0
"LK Rosenheim";"2021";"33";47;89;3
"LK Rosenheim";"2021";"34";54;188;2
"LK Rosenheim";"2021";"35";118;282;1
"LK Rosenheim";"2021";"36";186;249;2
"LK Rosenheim";"2021";"37";164;305;0
"LK Rosenheim";"2021";"38";156;291;0
"LK Rosenheim";"2021";"39";176;399;1
"LK Rosenheim";"2021";"40";197;348;0
"LK Rosenheim";"2021";"41";262;309;0
"LK Rosenheim";"2021";"42";485;400;0
"LK Rosenheim";"2021";"43";806;440;0
"LK Rosenheim";"2021";"44";871;501;1
"LK Rosenheim";"2021";"45";1518;334;0
"LK Rosenheim";"2021";"46";2453;110;0
"LK Roth";"2021";"01";367;0;0
"LK Roth";"2021";"02";229;0;2
"LK Roth";"2021";"03";142;0;4
"LK Roth";"2021";"04";71;1;0
"LK Roth";"2021";"05";63;3;0
"LK Roth";"2021";"06";28;1;2
"LK Roth";"2021";"07";40;9;10
"LK Roth";"2021";"08";28;17;20
"LK Roth";"2021";"09";15;21;20
"LK Roth";"2021";"10";29;64;17
"LK Roth";"2021";"11";23;121;15
"LK Roth";"2021";"12";42;161;39
"LK Roth";"2021";"13";40;108;18
"LK Roth";"2021";"14";36;113;8
"LK Roth";"2021";"15";27;140;19
"LK Roth";"2021";"16";43;123;17
"LK Roth";"2021";"17";34;117;4
"LK Roth";"2021";"18";27;104;7
"LK Roth";"2021";"19";14;55;7
"LK Roth";"2021";"20";7;26;2
"LK Roth";"2021";"21";3;24;2
"LK Roth";"2021";"22";2;9;1
"LK Roth";"2021";"23";1;4;1
"LK Roth";"2021";"24";0;1;0
"LK Roth";"2021";"25";0;2;0
"LK Roth";"2021";"26";2;2;0
"LK Roth";"2021";"27";0;3;1
"LK Roth";"2021";"28";1;8;0
"LK Roth";"2021";"29";2;2;0
"LK Roth";"2021";"30";2;1;0
"LK Roth";"2021";"31";0;3;2
"LK Roth";"2021";"32";4;13;3
"LK Roth";"2021";"33";5;32;0
"LK Roth";"2021";"34";18;49;1
"LK Roth";"2021";"35";26;47;7
"LK Roth";"2021";"36";15;49;18
"LK Roth";"2021";"37";30;107;9
"LK Roth";"2021";"38";20;100;0
"LK Roth";"2021";"39";11;85;4
"LK Roth";"2021";"40";14;80;4
"LK Roth";"2021";"41";21;97;6
"LK Roth";"2021";"42";32;129;2
"LK Roth";"2021";"43";48;162;1
"LK Roth";"2021";"44";144;291;1
"LK Roth";"2021";"45";358;318;0
"LK Roth";"2021";"46";545;206;0
"LK Rottal-Inn";"2021";"01";319;0;0
"LK Rottal-Inn";"2021";"02";283;0;0
"LK Rottal-Inn";"2021";"03";180;0;0
"LK Rottal-Inn";"2021";"04";162;1;0
"LK Rottal-Inn";"2021";"05";172;3;1
"LK Rottal-Inn";"2021";"06";116;4;1
"LK Rottal-Inn";"2021";"07";76;14;10
"LK Rottal-Inn";"2021";"08";6;26;43
"LK Rottal-Inn";"2021";"09";17;41;29
"LK Rottal-Inn";"2021";"10";17;43;24
"LK Rottal-Inn";"2021";"11";2;68;26
"LK Rottal-Inn";"2021";"12";27;72;8
"LK Rottal-Inn";"2021";"13";33;120;12
"LK Rottal-Inn";"2021";"14";34;125;24
"LK Rottal-Inn";"2021";"15";64;185;9
"LK Rottal-Inn";"2021";"16";86;280;11
"LK Rottal-Inn";"2021";"17";83;210;1
"LK Rottal-Inn";"2021";"18";57;178;0
"LK Rottal-Inn";"2021";"19";26;130;0
"LK Rottal-Inn";"2021";"20";23;84;0
"LK Rottal-Inn";"2021";"21";10;56;1
"LK Rottal-Inn";"2021";"22";10;36;0
"LK Rottal-Inn";"2021";"23";8;9;1
"LK Rottal-Inn";"2021";"24";6;2;0
"LK Rottal-Inn";"2021";"25";4;2;0
"LK Rottal-Inn";"2021";"26";1;0;0
"LK Rottal-Inn";"2021";"27";3;0;1
"LK Rottal-Inn";"2021";"28";3;3;1
"LK Rottal-Inn";"2021";"29";4;4;0
"LK Rottal-Inn";"2021";"30";6;9;0
"LK Rottal-Inn";"2021";"31";3;21;0
"LK Rottal-Inn";"2021";"32";1;19;0
"LK Rottal-Inn";"2021";"33";25;26;20
"LK Rottal-Inn";"2021";"34";11;89;0
"LK Rottal-Inn";"2021";"35";19;80;19
"LK Rottal-Inn";"2021";"36";54;51;10
"LK Rottal-Inn";"2021";"37";10;55;12
"LK Rottal-Inn";"2021";"38";3;74;15
"LK Rottal-Inn";"2021";"39";5;92;21
"LK Rottal-Inn";"2021";"40";4;107;41
"LK Rottal-Inn";"2021";"41";2;104;121
"LK Rottal-Inn";"2021";"42";9;136;179
"LK Rottal-Inn";"2021";"43";17;72;487
"LK Rottal-Inn";"2021";"44";117;41;852
"LK Rottal-Inn";"2021";"45";1087;2;450
"LK Rottal-Inn";"2021";"46";1176;23;539
"LK Schwandorf";"2021";"01";202;0;0
"LK Schwandorf";"2021";"02";170;1;0
"LK Schwandorf";"2021";"03";150;4;0
"LK Schwandorf";"2021";"04";116;19;0
"LK Schwandorf";"2021";"05";132;75;0
"LK Schwandorf";"2021";"06";65;84;1
"LK Schwandorf";"2021";"07";38;144;0
"LK Schwandorf";"2021";"08";66;198;1
"LK Schwandorf";"2021";"09";58;247;1
"LK Schwandorf";"2021";"10";40;295;6
"LK Schwandorf";"2021";"11";67;387;1
"LK Schwandorf";"2021";"12";79;388;6
"LK Schwandorf";"2021";"13";72;309;3
"LK Schwandorf";"2021";"14";68;232;3
"LK Schwandorf";"2021";"15";40;169;9
"LK Schwandorf";"2021";"16";41;144;6
"LK Schwandorf";"2021";"17";38;148;2
"LK Schwandorf";"2021";"18";31;125;0
"LK Schwandorf";"2021";"19";31;133;1
"LK Schwandorf";"2021";"20";19;82;0
"LK Schwandorf";"2021";"21";8;29;0
"LK Schwandorf";"2021";"22";4;22;0
"LK Schwandorf";"2021";"23";4;12;0
"LK Schwandorf";"2021";"24";1;6;0
"LK Schwandorf";"2021";"25";1;5;0
"LK Schwandorf";"2021";"26";1;8;1
"LK Schwandorf";"2021";"27";2;9;0
"LK Schwandorf";"2021";"28";0;7;0
"LK Schwandorf";"2021";"29";1;42;0
"LK Schwandorf";"2021";"30";0;28;0
"LK Schwandorf";"2021";"31";0;25;0
"LK Schwandorf";"2021";"32";3;18;0
"LK Schwandorf";"2021";"33";4;31;1
"LK Schwandorf";"2021";"34";10;61;0
"LK Schwandorf";"2021";"35";19;69;3
"LK Schwandorf";"2021";"36";17;57;5
"LK Schwandorf";"2021";"37";13;61;17
"LK Schwandorf";"2021";"38";12;65;7
"LK Schwandorf";"2021";"39";14;71;2
"LK Schwandorf";"2021";"40";18;77;2
"LK Schwandorf";"2021";"41";29;115;3
"LK Schwandorf";"2021";"42";86;171;1
"LK Schwandorf";"2021";"43";158;217;4
"LK Schwandorf";"2021";"44";200;376;2
"LK Schwandorf";"2021";"45";465;366;6
"LK Schwandorf";"2021";"46";645;179;1
"LK Schweinfurt";"2021";"01";158;0;0
"LK Schweinfurt";"2021";"02";91;0;0
"LK Schweinfurt";"2021";"03";70;0;0
"LK Schweinfurt";"2021";"04";80;0;0
"LK Schweinfurt";"2021";"05";54;0;0
"LK Schweinfurt";"2021";"06";33;0;0
"LK Schweinfurt";"2021";"07";22;11;0
"LK Schweinfurt";"2021";"08";27;12;0
"LK Schweinfurt";"2021";"09";20;23;1
"LK Schweinfurt";"2021";"10";11;30;22
"LK Schweinfurt";"2021";"11";5;48;20
"LK Schweinfurt";"2021";"12";4;84;37
"LK Schweinfurt";"2021";"13";6;102;35
"LK Schweinfurt";"2021";"14";2;135;40
"LK Schweinfurt";"2021";"15";2;160;66
"LK Schweinfurt";"2021";"16";2;162;52
"LK Schweinfurt";"2021";"17";1;161;53
"LK Schweinfurt";"2021";"18";4;127;73
"LK Schweinfurt";"2021";"19";0;105;36
"LK Schweinfurt";"2021";"20";2;64;34
"LK Schweinfurt";"2021";"21";2;39;21
"LK Schweinfurt";"2021";"22";0;27;10
"LK Schweinfurt";"2021";"23";0;7;4
"LK Schweinfurt";"2021";"24";0;7;7
"LK Schweinfurt";"2021";"25";0;4;8
"LK Schweinfurt";"2021";"26";1;2;4
"LK Schweinfurt";"2021";"27";0;4;3
"LK Schweinfurt";"2021";"28";1;2;1
"LK Schweinfurt";"2021";"29";0;3;1
"LK Schweinfurt";"2021";"30";0;1;8
"LK Schweinfurt";"2021";"31";0;6;8
"LK Schweinfurt";"2021";"32";0;14;11
"LK Schweinfurt";"2021";"33";5;16;29
"LK Schweinfurt";"2021";"34";2;30;54
"LK Schweinfurt";"2021";"35";1;42;59
"LK Schweinfurt";"2021";"36";4;44;49
"LK Schweinfurt";"2021";"37";8;43;49
"LK Schweinfurt";"2021";"38";22;26;22
"LK Schweinfurt";"2021";"39";28;25;22
"LK Schweinfurt";"2021";"40";36;51;7
"LK Schweinfurt";"2021";"41";19;53;10
"LK Schweinfurt";"2021";"42";71;116;35
"LK Schweinfurt";"2021";"43";40;126;30
"LK Schweinfurt";"2021";"44";105;190;10
"LK Schweinfurt";"2021";"45";371;65;1
"LK Schweinfurt";"2021";"46";496;47;47
"LK Starnberg";"2021";"01";206;0;0
"LK Starnberg";"2021";"02";208;0;1
"LK Starnberg";"2021";"03";101;0;0
"LK Starnberg";"2021";"04";93;3;1
"LK Starnberg";"2021";"05";57;0;2
"LK Starnberg";"2021";"06";44;4;2
"LK Starnberg";"2021";"07";32;18;12
"LK Starnberg";"2021";"08";14;18;7
"LK Starnberg";"2021";"09";22;32;13
"LK Starnberg";"2021";"10";37;39;10
